"Title","Description","BiocVersion","SourceUrl","SourceVersion","DataProvided","Maintainer","RDataClass","ResourceName"
"LAML.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","LAML.mRNA.20160128"
"LIHC.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","LIHC.mRNA.20160128"
"LUAD.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","LUAD.mRNA.20160128"
"LUSC.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","LUSC.mRNA.20160128"
"MESO.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","MESO.mRNA.20160128"
"OV.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","OV.mRNA.20160128"
"PAAD.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","PAAD.mRNA.20160128"
"PCPG.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","PCPG.mRNA.20160128"
"PRAD.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","PRAD.mRNA.20160128"
"SARC.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","SARC.mRNA.20160128"
"SKCM.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","SKCM.mRNA.20160128"
"STAD.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","STAD.mRNA.20160128"
"STES.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","STES.mRNA.20160128"
"TGCT.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","TGCT.mRNA.20160128"
"THCA.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","THCA.mRNA.20160128"
"THYM.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","THYM.mRNA.20160128"
"UCEC.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","UCEC.mRNA.20160128"
"UCS.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","UCS.mRNA.20160128"
"UVM.mRNA.20160128"," Package provides CNV datasets from The Cancer Genome Atlas
Project for all cohorts types from http://gdac.broadinstitute.org/. CNV
data format is explained on NCI TCGA wiki
https://wiki.nci.nih.gov/display/TCGA/Retrieving+Data+Using+the+Data+Matrix
Data taken from 2016-01-28 release. All release dates are
available here http://gdac.broadinstitute.org/runs/ . ","3.4","http://gdac.broadinstitute.org/","2016-01-28","TCGA","Bioconductor Package Maintainer <maintainer@bioconductor.org>","data.frame","UVM.mRNA.20160128"
